sleep_hours,phone_usage_hours,study_hours_per_day,productivity_score
9.08,7.19,5.42,45.93
6.49,10.67,1.7,19.21
9.22,6.53,6.14,50.82
4.47,1.32,2.24,32.69
9.31,8.99,9.27,65.34
8.64,2.1,8.94,95.72
8.88,4.44,5.67,68.06
3.03,10.21,4.77,37.91
7.65,3.69,1.47,30.3
5.8,11.25,8.32,55.5
7.23,9.88,4.1,37.81
3.59,11.63,2.84,22.45
4.66,1.71,9.96,64.88
5.46,3.89,6.85,55.72
8.03,9.6,1.2,23.06
6.87,8.24,8.11,49.29
3.1,9.28,7.63,54.12
5.34,10.53,4.31,38.7
9.58,3.63,1.68,43.5
4.26,11.68,5.23,39.42
4.66,9.23,7.75,49.82
5.15,11.4,1.22,7.84
4.88,1.75,2.05,30.47
3.85,6.92,6.38,32.32
5.19,9.89,5.82,41.27
6.78,1.53,9.1,74.29
7.73,6.08,8.24,78.12
7.5,9.67,9.23,58.87
4.14,1.07,4.93,60.92
7.3,8.75,7.98,55.17
5.51,11.64,0.96,20.99
8.75,1.15,3.3,43.0
5.54,11.06,6.62,56.8
9.84,5.32,7.75,63.85
7.3,0.78,5.92,68.76
6.0,4.5,5.07,55.4
6.52,4.0,2.72,46.15
4.23,3.36,2.15,38.17
7.76,10.03,8.82,64.31
9.74,5.7,1.85,35.58
6.6,4.04,4.64,40.13
9.95,4.07,8.94,76.36
4.05,11.91,1.9,13.86
7.46,7.62,1.71,20.82
7.75,0.98,7.08,66.84
5.18,10.71,3.65,23.93
5.46,8.86,4.64,44.96
9.62,2.93,6.44,79.7
7.28,1.81,4.1,58.52
8.47,4.84,8.1,84.55
8.08,2.89,9.71,80.34
7.28,8.57,9.36,70.26
3.34,2.5,5.68,49.02
7.64,6.52,3.87,39.22
5.41,7.83,4.62,42.14
6.28,8.19,3.64,37.57
8.96,9.31,4.7,37.0
9.78,6.28,0.62,33.09
7.86,2.93,1.02,37.16
4.62,4.4,7.83,52.78
5.22,4.87,3.68,44.7
3.97,8.41,8.05,46.89
7.06,7.7,5.06,56.01
9.51,6.19,8.16,70.28
8.68,5.94,6.8,78.96
6.81,1.19,2.41,58.95
9.59,8.43,4.75,37.43
9.28,9.75,7.19,55.26
5.53,10.72,3.64,40.87
6.85,0.73,2.34,36.7
5.07,10.56,5.63,38.46
3.06,10.57,3.1,24.13
6.16,8.13,6.15,58.1
8.25,3.7,3.08,59.71
7.44,10.76,9.11,58.67
9.49,4.5,3.77,58.66
7.8,7.18,9.12,71.78
3.99,5.57,3.16,23.66
4.87,10.69,6.24,45.14
3.88,3.47,1.74,27.65
8.56,4.31,7.89,73.32
9.65,5.19,2.4,44.83
4.58,10.33,8.71,39.85
8.36,4.16,4.8,49.92
6.06,3.82,1.4,35.61
5.49,9.65,3.95,30.28
9.91,4.96,7.91,74.4
5.42,8.15,1.22,21.14
7.63,10.57,6.44,60.13
7.99,3.09,5.32,62.54
8.41,5.84,3.44,51.38
9.03,6.1,7.68,67.94
6.96,7.04,1.0,26.09
7.23,11.06,5.23,33.12
7.98,11.78,5.32,45.3
4.04,9.71,1.32,16.41
4.4,0.84,1.79,31.4
8.35,1.85,4.39,54.41
3.94,1.85,5.6,64.12
7.82,6.61,1.01,22.15
3.23,1.0,0.61,31.26
5.36,6.38,2.33,24.54
7.64,9.15,5.13,48.03
7.95,3.97,0.88,48.42
7.41,5.9,7.47,67.38
6.09,1.61,1.94,56.81
4.78,1.29,7.84,58.29
7.29,6.64,2.44,36.71
4.29,0.64,3.79,42.07
3.42,8.59,5.05,31.84
3.14,2.13,3.8,35.87
4.87,10.78,0.72,13.84
3.21,10.28,9.13,57.64
4.74,3.11,3.22,35.27
5.03,3.2,1.79,45.79
5.41,0.92,1.76,37.49
7.99,11.81,9.76,72.56
6.09,1.14,1.67,40.21
9.9,6.02,3.79,44.61
9.63,10.27,1.14,49.42
9.87,2.34,7.49,82.86
5.89,9.37,6.17,36.43
3.31,2.44,5.57,37.26
9.02,4.0,8.63,73.64
6.04,3.44,5.95,55.69
7.49,1.04,9.58,83.49
8.9,1.91,6.42,72.31
7.25,8.27,3.87,35.98
8.16,1.49,0.85,32.89
4.74,11.72,7.39,38.23
4.37,3.5,4.05,33.26
6.89,1.76,6.19,53.16
7.47,4.78,8.83,81.4
9.1,3.67,0.57,49.73
8.75,1.4,7.72,86.05
9.92,8.05,4.64,57.99
9.76,9.44,1.68,45.54
7.36,0.52,6.03,55.63
6.52,7.08,5.56,52.08
8.32,7.92,8.5,69.14
4.83,11.81,5.45,47.08
5.47,8.09,8.36,65.21
8.37,3.94,5.67,64.33
9.65,8.2,4.75,58.53
9.27,3.68,4.03,65.83
3.51,2.11,2.15,46.58
4.62,9.03,6.05,43.26
4.91,6.06,5.67,55.15
5.68,11.45,9.77,50.28
3.5,1.22,4.42,39.94
4.62,6.01,4.5,34.64
8.01,3.39,2.06,45.23
4.71,6.31,6.18,39.19
9.6,0.99,8.55,87.79
5.96,0.97,2.86,52.53
3.7,6.67,0.59,22.3
8.9,4.56,7.07,77.6
9.41,0.76,0.8,57.93
9.5,7.5,4.39,53.47
6.46,5.61,6.32,49.2
9.44,11.74,4.17,51.29
7.96,10.07,2.98,30.11
4.37,8.9,8.09,50.67
6.73,6.01,3.36,33.72
6.03,6.08,2.21,36.71
6.16,11.31,4.19,40.94
5.89,8.91,1.75,30.2
4.23,1.54,7.06,52.94
5.73,5.51,7.25,51.53
6.58,5.31,0.64,38.72
5.0,1.79,7.1,53.22
4.24,10.22,3.34,25.79
4.39,3.74,6.73,59.66
4.35,4.8,7.21,61.77
6.13,11.77,3.14,27.21
4.46,8.34,2.26,18.6
8.02,9.77,8.35,78.94
5.35,1.71,7.52,71.25
9.58,6.71,8.45,75.43
3.44,8.73,4.64,34.08
5.17,9.85,4.84,26.46
8.17,10.68,3.77,48.51
7.79,1.53,5.24,45.42
5.94,9.0,6.64,56.01
9.09,1.63,8.24,59.64
3.5,5.15,2.24,39.35
6.56,5.63,4.35,50.05
4.4,3.8,4.88,42.12
5.62,10.43,5.14,49.07
7.89,7.24,5.65,64.47
3.69,2.12,8.12,66.65
3.31,4.79,8.92,60.57
5.95,1.41,2.01,41.95
4.9,6.19,7.27,60.88
8.04,4.58,5.05,55.62
3.46,4.2,4.47,39.81
9.77,10.2,1.58,47.08
7.35,10.27,1.11,16.79
6.51,8.31,9.79,73.27
5.89,11.07,6.6,49.35
8.24,8.03,4.8,50.62
5.49,7.62,7.74,57.55
8.44,1.58,1.37,54.44
7.97,0.62,6.27,67.41
6.86,2.91,6.78,57.33
9.22,9.55,4.79,43.49
5.42,11.19,2.9,31.52
3.4,3.14,9.57,66.3
5.63,2.44,3.36,39.21
9.13,10.11,1.69,19.96
3.54,4.86,6.49,49.34
8.34,11.75,5.96,44.65
8.78,11.55,7.67,54.91
6.0,4.34,7.66,49.75
4.36,6.94,6.39,37.09
5.49,8.32,2.47,30.6
5.79,7.86,8.93,66.78
9.53,11.72,2.86,45.22
4.99,4.63,1.39,20.32
9.81,8.85,3.36,54.95
3.76,7.18,5.09,39.27
9.82,6.49,2.47,46.27
4.56,2.21,3.67,41.33
4.17,9.17,5.38,40.03
3.84,5.07,3.57,39.69
5.21,1.99,1.35,32.41
7.32,0.63,2.37,57.28
7.66,2.21,8.04,79.71
5.59,8.44,9.57,62.83
4.62,9.11,1.91,26.23
9.97,1.03,6.97,67.92
4.89,2.28,9.1,69.65
5.65,11.99,3.34,35.37
6.37,5.26,8.38,71.66
8.18,10.79,9.1,69.48
4.06,5.18,3.35,37.99
4.86,6.58,1.04,35.63
9.98,10.57,9.21,65.43
8.78,11.88,3.64,30.82
6.11,1.32,0.63,49.33
3.76,7.77,5.01,50.72
9.07,5.89,1.6,38.39
8.48,6.7,9.07,76.89
7.06,2.82,1.97,42.9
5.83,10.79,3.39,28.06
9.55,3.8,8.01,76.71
5.07,2.1,8.16,56.44
5.25,8.65,9.06,51.19
9.13,11.77,5.23,56.58
7.38,3.26,9.87,83.55
9.66,5.89,5.4,59.96
7.52,1.24,8.01,64.95
3.23,4.33,3.94,49.62
4.24,9.77,9.44,51.51
4.97,10.64,7.01,37.44
9.07,3.2,1.23,48.06
8.82,6.8,1.53,26.3
8.53,9.53,8.96,70.79
6.87,0.71,8.19,79.45
3.97,2.94,3.64,28.6
3.92,0.93,5.46,63.3
3.88,1.96,8.6,65.27
8.98,2.54,1.48,51.45
3.99,0.84,1.81,42.42
8.66,5.54,7.3,69.57
8.91,5.24,1.28,33.61
3.74,3.85,3.85,30.93
9.31,4.16,2.89,53.22
9.28,6.68,7.72,63.98
7.47,9.76,0.52,32.4
6.59,11.71,1.6,29.3
7.53,9.89,1.44,31.4
5.83,4.98,3.52,54.37
7.12,10.57,2.71,37.88
9.79,9.98,2.67,37.87
3.79,10.99,4.02,36.56
4.64,1.25,2.53,47.64
6.67,4.57,1.51,26.99
4.81,1.04,6.04,72.29
9.95,4.2,9.54,75.38
8.04,3.73,6.27,54.13
6.04,10.97,7.69,60.3
9.32,11.37,9.74,82.01
4.01,8.49,1.96,29.83
5.02,3.75,4.87,57.72
9.69,0.58,6.03,79.51
6.9,8.21,3.56,41.85
9.44,6.24,6.32,62.81
9.89,2.88,6.43,77.5
5.52,2.52,8.5,73.19
7.04,6.94,8.41,65.93
8.93,2.0,1.85,52.91
4.91,6.81,2.1,40.45
6.13,11.03,2.61,38.64
4.07,9.6,2.98,39.59
7.57,11.33,5.86,36.63
3.03,3.36,3.61,39.31
6.15,11.45,9.55,62.39
9.5,5.96,1.62,36.99
9.28,7.75,2.84,54.4
8.63,3.88,8.75,79.32
3.99,11.93,6.05,45.86
6.64,5.53,5.7,46.25
8.03,2.66,6.15,62.15
3.71,7.1,2.9,37.99
4.03,3.44,7.73,56.05
3.28,5.51,5.22,48.86
5.26,2.89,0.9,36.53
9.14,4.95,2.18,50.41
6.55,1.56,8.26,75.98
8.97,3.78,3.78,41.56
3.59,3.36,7.85,64.82
3.39,11.4,6.8,48.85
8.63,7.31,3.36,47.6
6.48,0.81,1.71,47.93
6.3,11.01,8.17,48.0
6.33,7.91,6.61,59.07
5.67,4.38,3.36,49.06
9.2,4.71,5.47,61.2
6.65,0.86,6.31,58.82
9.82,11.7,0.52,38.35
8.93,10.4,6.87,47.88
8.16,1.25,6.73,67.68
7.45,8.34,1.28,30.6
8.85,5.67,7.98,67.53
9.17,9.8,8.34,65.48
3.93,7.67,3.26,37.22
5.52,5.25,2.04,33.85
8.64,5.52,7.02,73.96
4.55,7.99,1.67,29.15
7.1,8.03,8.65,81.15
8.46,6.91,5.06,71.08
4.57,10.67,9.14,62.23
5.81,9.46,6.6,51.07
9.41,1.86,3.21,51.23
5.49,10.53,4.95,38.51
7.23,2.82,5.53,55.58
6.04,11.43,8.24,44.01
9.14,9.78,8.69,72.59
5.97,10.95,6.99,50.29
5.51,8.28,3.29,29.57
4.21,7.99,5.52,32.57
5.44,3.36,1.74,46.65
7.69,7.7,2.69,44.37
4.23,5.33,3.38,52.14
7.94,2.26,1.19,42.03
3.07,4.64,8.91,74.11
5.57,8.11,1.67,30.73
6.26,10.57,7.12,42.0
3.67,5.54,5.3,54.2
7.79,3.83,8.4,78.04
3.72,2.35,7.54,67.36
3.63,5.13,7.72,62.62
5.58,3.77,4.47,54.38
8.17,5.64,8.42,59.0
9.75,1.66,1.4,46.2
8.43,8.96,4.72,55.2
6.26,0.55,9.95,80.29
4.91,8.55,9.51,55.47
5.11,4.03,1.28,26.52
4.99,4.63,5.94,56.93
4.95,2.47,3.5,30.55
3.48,11.63,7.42,36.86
4.54,1.11,7.49,67.73
3.76,3.76,0.5,21.16
3.05,2.19,8.54,63.4
5.0,6.05,2.62,30.91
5.47,6.94,9.68,68.31
9.49,2.76,9.1,83.1
9.96,8.04,2.31,43.01
7.06,6.86,6.55,52.76
9.31,10.18,3.32,41.08
7.33,10.93,1.48,30.01
6.48,8.49,8.8,72.21
3.3,7.75,2.22,19.41
3.31,7.46,4.5,49.61
3.22,2.42,9.28,64.02
4.05,10.66,1.22,13.71
3.54,4.64,5.73,37.89
4.36,8.45,5.94,38.61
6.63,5.57,7.75,62.79
6.52,10.88,8.36,62.83
5.41,5.19,4.53,47.45
7.66,6.94,7.56,59.12
5.74,2.66,9.15,72.29
4.54,6.87,8.92,51.42
7.85,2.83,5.27,62.23
9.86,9.64,6.27,49.59
8.67,4.72,6.89,75.99
5.9,5.38,8.28,62.47
5.63,7.86,5.32,38.12
3.27,1.49,1.56,17.2
7.6,4.12,4.16,70.67
4.56,11.23,7.34,58.08
7.78,10.41,6.43,39.04
8.32,3.16,7.66,69.36
9.16,6.4,5.25,54.12
6.84,7.21,2.16,37.8
8.81,3.97,1.59,30.99
8.06,4.5,5.07,63.34
5.47,11.75,2.45,16.98
3.75,2.09,9.83,68.56
4.7,10.98,2.39,35.18
8.91,4.57,5.88,53.43
6.74,3.25,0.52,41.42
7.66,3.5,2.91,60.06
8.64,3.76,2.96,61.31
7.67,3.8,7.51,60.03
8.99,3.42,5.21,69.14
3.6,10.19,0.61,9.61
9.33,3.58,4.1,55.26
8.69,10.41,6.63,60.77
9.32,11.65,6.55,54.94
8.12,3.71,1.01,33.38
4.92,7.0,9.32,68.3
3.8,5.75,2.85,24.16
3.91,10.24,8.97,48.32
6.49,4.05,2.53,39.45
5.74,9.29,5.89,32.89
7.58,5.97,4.36,31.45
6.52,7.76,6.02,63.47
3.88,7.13,5.23,25.96
3.02,1.22,0.52,12.31
3.9,7.27,3.84,27.33
4.03,10.02,0.61,7.68
8.04,3.82,6.99,57.79
5.0,5.13,8.61,59.43
3.66,2.86,4.15,47.98
8.29,2.91,5.49,55.1
9.58,4.03,1.13,45.9
3.7,9.17,4.16,40.27
9.74,6.03,1.82,35.13
9.65,8.45,1.11,32.13
6.66,11.26,2.13,21.21
5.07,8.9,8.77,55.46
3.97,4.79,9.83,62.37
8.77,6.37,8.85,63.75
7.23,3.7,9.71,76.5
7.56,1.26,7.44,69.9
9.03,8.16,2.02,36.8
6.11,8.11,5.85,50.16
5.58,10.35,7.45,46.67
8.34,2.34,5.38,67.18
5.08,10.67,5.77,51.04
5.3,9.64,6.07,41.12
5.67,1.73,4.94,60.67
8.99,11.8,3.26,39.42
8.45,0.95,6.55,73.48
5.04,9.64,1.01,25.07
4.01,5.43,2.12,36.82
5.75,10.45,9.29,45.68
7.37,8.88,5.14,36.26
7.73,1.2,8.31,62.56
4.4,3.26,7.4,63.08
4.75,11.45,3.55,41.85
9.51,2.19,8.13,89.06
5.7,1.29,1.37,54.2
5.2,2.27,8.81,80.95
7.87,8.78,6.97,55.52
6.28,0.96,9.31,79.57
4.73,5.48,9.01,72.86
5.87,1.55,4.11,49.33
4.01,8.4,8.64,48.55
4.96,3.41,5.85,57.49
5.93,8.37,1.99,34.87
6.63,2.52,8.38,73.46
8.19,5.06,9.13,76.94
5.69,11.14,1.3,29.1
6.82,4.92,9.34,67.53
9.66,1.81,6.21,73.56
8.73,4.75,0.75,40.52
4.66,5.73,5.65,51.2
4.49,5.77,8.07,59.01
7.64,8.66,5.57,56.37
7.17,1.93,7.22,74.56
6.83,5.81,8.86,74.59
4.08,3.42,8.76,63.11
5.54,5.61,2.2,36.11
8.32,2.49,4.56,69.21
8.07,3.21,1.56,43.43
4.16,6.86,6.15,53.89
5.99,3.96,9.57,64.79
6.1,2.34,2.23,44.94
6.56,7.63,4.33,37.43
6.23,10.12,9.56,62.17
6.51,9.95,7.63,49.55
8.69,10.09,1.18,34.43
5.73,0.7,4.57,42.32
6.86,8.39,9.88,71.15
7.25,11.99,4.81,54.6
9.6,8.85,6.48,76.5
7.58,3.56,7.16,57.17
3.91,6.99,6.81,37.83
7.08,6.0,5.43,48.45
7.63,5.78,1.76,37.2
3.07,8.81,7.23,40.81
3.53,1.96,9.37,59.61
3.13,1.87,9.45,64.87
3.34,6.32,6.14,41.78
3.63,11.7,5.18,32.18
9.7,1.21,3.67,58.8
4.45,4.76,1.48,47.75
4.43,6.35,8.89,57.54
9.0,0.51,1.8,46.34
8.27,3.89,3.24,56.05
7.73,1.77,7.53,84.18
5.95,8.61,7.2,43.81
3.22,5.55,6.97,58.1
8.79,7.66,7.55,73.26
9.03,7.43,5.65,56.17
6.37,4.61,1.97,41.12
7.51,0.91,9.98,90.02
6.34,3.58,8.98,80.16
5.07,6.03,4.6,44.42
6.78,2.83,5.54,49.93
7.82,11.28,4.24,29.83
4.08,5.26,6.56,51.45
6.72,4.55,7.45,56.32
8.43,1.74,2.7,56.31
6.33,3.68,4.61,33.03
4.1,7.15,6.58,30.85
9.09,9.93,9.89,63.87
7.72,9.39,3.59,46.34
7.43,8.38,7.58,66.28
7.56,11.22,3.79,34.31
4.72,3.29,1.38,37.88
6.45,3.2,7.82,66.37
5.28,1.04,6.67,61.02
8.83,8.59,5.39,63.58
7.12,9.71,6.91,55.72
8.02,3.49,8.85,75.31
7.62,9.59,7.69,63.28
6.39,8.65,8.65,45.54
8.63,6.72,3.26,42.71
7.31,6.86,8.1,56.9
4.59,8.61,3.92,26.4
5.04,11.98,0.7,30.52
8.79,4.17,0.91,51.28
9.59,1.34,7.44,85.79
6.84,8.54,3.08,41.83
5.7,0.83,3.42,35.16
7.38,10.79,6.41,47.91
6.38,11.69,7.54,62.68
8.89,8.85,5.81,53.78
8.83,4.45,7.21,70.39
6.19,3.1,9.44,73.38
8.63,1.77,8.61,71.88
4.35,0.57,2.79,46.12
5.62,5.45,9.11,61.82
3.56,7.94,3.32,44.89
8.65,4.83,6.78,72.38
9.83,5.54,8.81,68.07
7.04,8.38,6.42,70.31
8.37,5.2,8.16,65.48
5.81,9.39,9.31,51.77
6.93,7.89,9.69,78.83
5.43,8.22,4.4,30.75
7.88,7.62,9.93,72.41
4.72,1.88,3.08,37.13
4.07,8.37,4.89,29.82
9.29,7.31,7.73,64.07
9.05,7.1,9.72,70.6
8.84,7.38,1.0,26.74
8.75,11.85,9.48,51.29
8.11,5.51,9.99,76.74
9.12,1.72,9.14,83.36
4.47,6.4,1.53,18.88
9.09,2.22,8.49,72.36
9.42,9.77,6.58,68.22
8.01,3.37,0.59,37.78
7.2,11.95,9.85,58.68
4.65,2.54,1.93,34.22
9.06,4.85,4.27,64.59
7.04,2.18,0.79,30.75
7.27,5.32,3.44,51.65
7.25,6.07,5.9,57.79
9.07,9.05,9.34,77.76
3.96,0.52,9.91,86.69
3.43,3.15,4.52,48.98
4.57,3.6,4.57,57.38
6.44,7.41,2.02,32.47
6.29,3.69,5.23,66.73
6.58,6.1,9.43,78.89
3.8,6.11,2.07,44.46
8.55,9.82,3.03,32.19
5.11,10.57,8.97,49.11
9.39,11.74,6.45,51.22
8.88,10.17,3.64,37.01
3.44,10.6,8.22,47.28
3.37,11.67,1.54,22.85
7.4,10.02,8.65,55.57
3.54,2.85,5.42,42.16
7.0,9.61,7.69,47.72
3.55,8.66,5.42,36.24
6.36,6.89,2.84,37.68
5.93,2.51,6.59,62.34
7.14,1.05,1.97,28.36
5.49,3.0,2.68,27.59
3.98,10.58,5.72,30.47
8.89,3.6,4.2,66.96
5.1,5.64,7.58,56.86
3.47,11.97,6.04,29.98
6.5,6.36,4.12,37.88
9.14,9.33,3.6,53.09
4.97,9.64,9.18,68.65
6.16,10.61,0.88,21.94
5.82,4.33,7.06,61.41
3.34,2.25,4.22,40.65
9.08,10.72,4.08,28.6
8.31,7.51,6.69,66.38
3.67,7.35,8.58,54.34
3.93,7.05,7.38,43.58
3.07,0.9,6.87,54.0
9.9,3.36,5.21,69.04
5.91,8.23,4.96,39.12
9.51,0.88,4.88,63.18
5.94,7.48,1.88,31.31
3.73,1.08,5.82,53.02
5.4,0.6,3.5,40.93
5.93,10.75,6.37,51.62
4.24,10.98,5.58,27.02
3.37,3.84,9.43,70.37
5.22,10.45,4.63,27.29
6.78,1.36,6.81,66.01
4.79,5.23,6.13,53.32
9.71,5.98,7.0,73.04
6.37,5.2,3.04,54.09
3.91,4.51,2.94,44.39
5.89,7.53,5.82,45.16
7.95,8.28,8.57,66.32
6.41,11.52,7.34,40.84
5.32,1.96,5.14,61.07
3.74,10.85,2.92,16.73
6.22,9.67,7.71,54.3
3.68,3.75,9.3,50.81
5.6,2.8,2.52,40.29
3.81,1.84,8.09,80.65
7.73,5.37,2.14,37.1
8.41,6.83,9.06,83.04
4.7,7.05,6.6,45.95
3.52,5.29,2.22,17.09
5.43,8.38,0.84,19.07
6.92,8.64,7.1,65.89
8.38,6.42,6.26,67.29
5.82,6.84,6.31,53.6
5.56,2.74,5.08,54.46
9.36,6.87,6.34,68.97
6.15,1.37,8.8,63.23
6.13,7.06,9.54,71.67
5.87,7.89,3.77,35.11
5.54,11.79,5.13,39.26
8.1,5.39,3.09,45.58
4.97,6.2,4.41,42.08
5.65,5.7,8.06,63.65
4.98,3.49,4.54,56.19
6.99,1.58,4.22,68.04
9.72,7.87,8.58,80.74
5.73,1.33,0.51,21.02
9.78,5.45,8.6,80.86
7.6,0.63,2.22,52.81
8.57,11.32,3.11,22.38
5.33,8.52,3.94,34.35
4.57,3.07,8.87,71.39
7.04,3.68,9.13,61.73
9.94,4.21,6.78,63.73
7.97,6.47,4.67,52.36
7.77,7.77,5.4,53.19
6.15,1.38,6.01,54.59
9.16,8.09,9.56,63.77
7.88,1.36,9.71,76.65
7.72,11.01,8.55,56.92
5.05,6.22,6.05,48.26
9.7,11.24,4.21,46.95
4.75,7.89,2.69,28.55
6.67,5.11,5.58,45.82
5.38,9.5,3.78,35.69
4.27,1.28,1.19,40.42
4.01,7.25,5.02,51.64
5.05,3.46,5.93,52.3
7.82,10.19,6.31,52.85
9.82,10.74,1.2,28.45
8.97,7.23,5.09,41.12
4.53,3.5,6.73,42.76
3.55,4.97,9.63,67.51
7.81,7.64,0.74,25.45
3.21,5.39,6.92,61.31
9.01,9.44,1.09,25.92
8.78,4.74,2.01,43.77
8.56,6.31,2.15,59.94
6.87,2.67,3.62,52.44
9.81,8.52,8.4,76.9
6.21,10.45,8.63,50.53
9.91,4.72,4.06,63.75
9.17,11.48,4.6,52.04
3.89,0.94,2.56,31.75
9.26,3.03,4.61,60.29
5.13,5.24,3.11,44.92
8.38,5.38,2.16,53.83
3.0,9.62,2.01,19.78
4.93,10.7,7.87,52.15
8.31,3.99,1.61,37.73
9.81,7.85,6.35,59.72
4.2,6.84,2.09,18.4
6.22,2.54,8.46,74.27
7.11,4.25,3.11,56.06
9.67,0.73,0.93,44.81
6.17,3.99,4.79,60.46
9.53,1.71,10.0,78.97
9.85,10.83,8.22,59.26
9.59,10.84,5.92,57.96
8.24,8.32,2.3,45.78
3.88,11.92,1.62,36.15
7.22,7.17,8.47,72.43
8.27,2.81,7.98,70.18
9.68,10.67,4.89,50.32
8.45,2.9,4.5,63.91
6.77,3.57,7.61,59.88
4.44,8.08,5.59,42.59
6.2,1.99,4.34,54.23
7.47,7.51,2.89,36.94
5.27,3.98,1.66,28.06
6.2,7.7,6.15,60.14
3.12,9.68,8.35,38.2
9.15,5.03,7.59,82.63
3.24,4.31,7.12,55.36
5.87,4.3,9.32,60.79
6.58,4.61,4.25,43.28
9.81,9.51,1.8,38.44
9.55,5.45,1.47,43.02
7.52,8.71,9.57,69.7
7.09,9.01,6.1,48.79
5.57,6.63,8.2,61.12
3.29,5.74,5.59,47.67
4.87,4.85,4.29,45.11
8.93,8.03,2.4,32.62
7.54,6.42,8.64,81.53
8.7,3.85,1.1,31.85
8.86,6.63,9.05,54.0
3.44,8.07,2.45,27.7
5.36,6.76,0.59,21.18
7.73,0.67,1.49,56.57
8.97,11.92,8.89,73.31
8.61,9.21,1.2,37.94
5.96,3.3,3.87,35.72
9.52,9.25,2.88,27.73
5.11,9.33,0.85,16.67
5.63,7.41,5.55,44.06
4.27,7.68,9.98,59.75
4.59,2.35,8.6,56.96
3.06,4.78,2.1,31.61
5.16,7.26,8.9,71.01
5.15,1.39,4.79,59.2
3.47,11.75,3.1,25.7
5.38,1.67,6.58,60.07
5.11,5.14,2.56,21.81
8.59,11.01,8.86,81.73
4.09,0.68,6.43,68.69
8.08,8.36,1.79,31.03
3.91,4.97,5.92,52.63
6.47,8.75,5.35,40.67
8.15,8.13,4.98,51.16
7.25,7.37,3.97,46.64
7.52,10.45,5.0,40.3
4.44,0.56,6.07,45.62
8.79,2.18,7.47,73.74
9.66,9.55,9.22,70.21
4.08,7.8,0.92,6.87
9.22,11.15,5.91,47.68
5.78,5.55,7.64,62.67
7.89,6.82,1.6,38.99
6.55,7.68,9.16,67.08
8.55,2.53,2.83,45.28
3.32,2.15,8.42,64.48
5.27,3.42,6.79,73.49
3.33,4.94,5.82,37.12
9.59,6.11,8.76,69.14
4.19,5.84,9.71,66.58
5.97,9.61,9.97,70.86
7.49,2.04,6.99,80.76
6.23,4.74,3.72,42.64
6.76,11.38,8.81,70.47
4.43,9.38,6.72,40.66
3.47,5.42,3.57,20.89
4.8,7.18,9.36,59.26
5.22,5.91,7.6,50.31
5.91,4.91,4.8,58.26
5.07,2.03,4.82,40.18
3.25,2.42,9.96,60.87
3.66,3.81,4.05,26.84
7.72,4.7,1.39,36.49
3.44,3.39,5.62,51.62
3.32,7.14,8.91,60.07
8.68,7.38,6.05,55.47
3.29,1.03,8.03,64.91
3.48,7.97,1.02,32.49
6.85,5.88,6.9,57.38
6.1,6.79,1.25,37.45
9.75,10.77,5.79,51.5
9.56,2.61,5.23,48.29
7.62,5.15,9.48,60.13
3.5,6.08,1.76,29.33
6.52,7.29,0.59,25.4
3.32,8.29,1.8,25.71
9.36,1.99,2.12,53.7
7.62,9.11,2.88,36.13
7.02,3.04,8.24,73.0
6.0,11.44,4.08,37.26
6.57,1.72,8.49,77.75
5.8,11.85,3.08,24.9
3.7,11.17,8.68,54.56
7.63,10.73,0.58,34.39
9.97,0.85,9.38,81.87
3.79,2.82,7.59,62.22
9.96,7.03,4.42,54.85
9.3,8.79,5.98,56.1
9.26,8.95,9.36,72.99
8.82,1.03,6.03,68.57
9.46,8.42,2.67,49.47
4.72,6.21,5.94,60.31
6.06,4.11,8.78,67.44
6.36,8.43,9.88,53.94
3.48,3.38,6.05,42.73
9.87,7.92,1.98,36.93
7.83,7.54,7.83,57.26
6.16,7.3,9.97,64.92
9.95,6.63,5.0,72.91
4.91,3.63,4.15,41.67
5.36,2.81,5.75,70.13
4.34,4.91,2.07,21.4
4.31,11.66,9.73,39.07
4.32,9.56,8.46,40.64
7.28,4.92,1.57,29.52
5.06,8.36,9.48,52.49
9.66,3.73,9.46,76.65
8.72,2.97,3.51,52.87
4.13,7.21,6.38,37.93
8.84,3.45,1.55,49.9
5.42,6.78,1.3,39.06
4.59,1.42,5.27,55.92
8.47,10.1,0.97,43.11
9.0,4.89,8.81,68.15
9.72,0.68,9.32,86.28
5.94,11.52,1.14,12.33
6.93,6.77,0.95,43.54
7.3,11.03,2.6,32.4
7.39,2.66,9.33,82.23
5.82,3.95,7.81,65.67
4.07,4.91,6.93,55.91
3.49,2.75,7.88,65.54
9.34,5.72,2.4,61.44
5.57,3.74,2.94,39.27
4.26,1.94,3.52,46.69
9.89,1.44,6.25,78.8
8.62,3.47,6.28,59.48
9.87,11.78,2.48,34.49
4.95,3.45,4.65,37.52
6.24,10.34,7.06,52.66
8.66,5.78,3.44,39.15
6.86,3.4,1.22,41.1
5.48,9.96,2.38,25.66
4.11,9.18,2.06,31.05
6.93,7.6,6.5,45.28
7.19,3.79,1.15,39.08
8.05,9.27,8.91,73.76
8.53,0.72,1.3,42.79
3.83,3.72,6.18,59.26
7.4,10.41,9.33,44.23
8.47,3.19,1.09,34.88
5.72,7.74,4.14,41.55
4.93,6.01,3.62,46.32
6.36,5.43,3.77,55.94
5.17,8.39,6.2,50.3
6.57,0.94,2.99,38.88
